study,site_id,country,region,subject_count,avg_dqi_score,max_dqi_score,std_dqi_score,total_issue_types,avg_issue_types,high_risk_count,medium_risk_count,subjects_with_issues,sae_pending_count_sum,uncoded_meddra_count_sum,missing_visit_count_sum,missing_pages_count_sum,lab_issues_count_sum,max_days_outstanding_sum,max_days_page_missing_sum,uncoded_whodd_count_sum,edrr_open_issues_sum,inactivated_forms_count_sum,site_risk_category,anomaly_score,is_anomaly,high_risk_rate,issue_rate,cluster_id,cluster_probability,cluster_name
Study_4,Site 211,USA,AMERICA,14,0.0647619047619047,0.2333333333333333,0.0984383557873143,5,0.3571428571428571,3,2,5,54,0,0,8,0,0,0,0,0,0,Medium,0.9,True,0.21428571428571427,0.35714285714285715,7,0.9988755683407815,Safety Concerns
Study_4,Site 212,USA,AMERICA,14,0.0314136904761904,0.1397916666666666,0.0524352329035445,5,0.3571428571428571,0,4,4,0,0,0,14,0,0,0,0,1,0,Low,0.0,False,0.0,0.2857142857142857,5,0.9999613433110534,Data Laggards
Study_4,Site 213,USA,AMERICA,7,0.0087797619047619,0.0614583333333333,0.0232290665703587,1,0.1428571428571428,0,1,1,0,0,0,0,0,0,0,0,1,0,Low,0.0,False,0.0,0.14285714285714285,5,0.9999030193561016,Data Laggards
Study_4,Site 214,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_4,Site 215,USA,AMERICA,27,0.0222044159544159,0.1833333333333333,0.0510826980191003,6,0.2222222222222222,2,4,6,2,0,0,0,0,0,0,0,6,2,Low,0.0,False,0.07407407407407407,0.2222222222222222,7,0.9997109960194539,Safety Concerns
Study_4,Site 216,USA,AMERICA,11,0.0055871212121212,0.0614583333333333,0.0185303847188417,1,0.0909090909090909,0,1,1,0,0,0,0,0,0,0,0,1,0,Low,0.0,False,0.0,0.09090909090909091,5,0.9998845048148264,Data Laggards
Study_4,Site 217,USA,AMERICA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999976168767662,High Performers
Study_4,Site 218,USA,AMERICA,8,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.99999728223799,High Performers
Study_4,Site 219,USA,AMERICA,2,0.1058333333333333,0.1083333333333333,0.0035355339059327,2,1.0,0,2,2,0,0,0,9,0,0,0,0,0,0,Medium,0.0,False,0.0,1.0,0,0.9999950223756341,Data Laggards
Study_4,Site 22,JPN,ASIA,6,0.0180555555555555,0.1083333333333333,0.0442268981335851,1,0.1666666666666666,0,1,1,0,0,0,5,0,0,0,0,0,0,Low,0.0,False,0.0,0.16666666666666666,5,0.9998851080945528,Data Laggards
Study_4,Site 220,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_4,Site 221,USA,AMERICA,9,0.012037037037037,0.1083333333333333,0.0361111111111111,1,0.1111111111111111,0,1,1,0,0,0,5,0,0,0,0,0,0,Low,0.0,False,0.0,0.1111111111111111,5,0.9998331275041178,Data Laggards
Study_4,Site 222,USA,AMERICA,9,0.0445601851851851,0.0983333333333333,0.0438073092458803,5,0.5555555555555556,0,5,5,0,0,0,5,0,0,0,0,3,0,Low,0.0,False,0.0,0.5555555555555556,5,0.9998824769588959,Data Laggards
Study_4,Site 223,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_4,Site 224,USA,AMERICA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999968800970788,High Performers
Study_4,Site 225,USA,AMERICA,11,0.0055871212121212,0.0614583333333333,0.0185303847188417,1,0.0909090909090909,0,1,1,0,0,0,0,0,0,0,0,1,0,Low,0.0,False,0.0,0.09090909090909091,5,0.9998845048148264,Data Laggards
Study_4,Site 226,USA,AMERICA,4,0.0432291666666666,0.1083333333333333,0.0530159556258861,2,0.5,0,2,2,0,0,0,5,0,0,0,0,2,0,Low,0.0,False,0.0,0.5,5,0.9999680607891811,Data Laggards
Study_4,Site 227,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_4,Site 228,USA,AMERICA,10,0.0776842948717948,0.207051282051282,0.0782576285826041,7,0.7,2,4,6,2,0,0,15,0,0,0,0,1,1,Medium,0.55,True,0.2,0.6,8,0.9992334570827804,Safety Concerns
Study_4,Site 229,USA,AMERICA,10,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999963949197164,High Performers
Study_4,Site 230,USA,AMERICA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998327304442,High Performers
Study_4,Site 231,USA,AMERICA,18,0.0057407407407407,0.1033333333333333,0.0243559002408699,1,0.0555555555555555,0,1,1,0,0,0,4,0,0,0,0,0,0,Low,0.0,False,0.0,0.05555555555555555,5,0.9981883562687699,Data Laggards
Study_4,Site 232,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_4,Site 233,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_4,Site 234,USA,AMERICA,5,0.0366666666666666,0.1833333333333333,0.0819891591749922,1,0.2,1,0,1,1,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.2,0.2,9,0.9996768526722299,Safety Concerns
Study_4,Site 235,USA,AMERICA,10,0.0093333333333333,0.0933333333333333,0.0295145914949048,1,0.1,0,1,1,0,0,0,2,0,0,0,0,0,0,Low,0.0,False,0.0,0.1,5,0.9998341014871311,Data Laggards
Study_4,Site 236,USA,AMERICA,26,0.0271736231746376,0.1833333333333333,0.0560200026943804,9,0.3461538461538461,1,5,6,1,0,0,8,0,0,0,1,5,1,Low,0.0,False,0.038461538461538464,0.23076923076923078,7,0.9999992662534055,Safety Concerns
Study_4,Site 237,USA,AMERICA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999968800970788,High Performers
Study_4,Site 238,USA,AMERICA,12,0.0126709401709401,0.1033333333333333,0.0318013487525235,2,0.1666666666666666,0,2,2,0,0,0,4,0,0,0,0,0,1,Low,0.0,False,0.0,0.16666666666666666,5,0.9998631202599504,Data Laggards
Study_4,Site 239,USA,AMERICA,12,0.0229487179487179,0.1233333333333333,0.0446629840128935,3,0.25,0,3,3,0,0,0,12,0,0,0,0,0,1,Low,0.0,False,0.0,0.25,5,0.9999455399704207,Data Laggards
Study_4,Site 240,USA,AMERICA,9,0.0122418091168091,0.0614583333333333,0.0244995108352296,2,0.2222222222222222,0,2,2,0,0,0,0,0,0,0,0,1,1,Low,0.0,False,0.0,0.2222222222222222,5,0.9999526586984194,Data Laggards
Study_4,Site 241,USA,AMERICA,4,0.0583333333333333,0.2333333333333333,0.1166666666666666,1,0.25,1,0,1,25,0,0,0,0,0,0,0,0,0,Medium,0.825,True,0.25,0.25,9,0.9973346598937552,Safety Concerns
Study_4,Site 242,USA,AMERICA,3,0.0294444444444444,0.0883333333333333,0.0509992737784169,1,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,0,Low,0.0,False,0.0,0.3333333333333333,5,0.9999938360927155,Data Laggards
Study_4,Site 243,USA,AMERICA,12,0.0040918803418803,0.0491025641025641,0.0141746893012581,1,0.0833333333333333,0,1,1,0,0,0,0,0,0,0,0,0,2,Low,0.0,False,0.0,0.08333333333333333,5,0.9998884653698225,Data Laggards
Study_4,Site 244,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_4,Site 245,USA,AMERICA,23,0.0223188405797101,0.1833333333333333,0.051553490732204,4,0.1739130434782608,1,3,4,1,0,0,16,0,0,0,0,0,0,Low,0.55,True,0.043478260869565216,0.17391304347826086,7,0.9989237897968031,Safety Concerns
Study_4,Site 246,USA,AMERICA,6,0.0302777777777777,0.0933333333333333,0.0469327730395848,2,0.3333333333333333,0,2,2,0,0,0,3,0,0,0,0,0,0,Low,0.0,False,0.0,0.3333333333333333,5,0.9999946090686441,Data Laggards
Study_4,Site 247,USA,AMERICA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_4,Site 248,USA,AMERICA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_4,Site 249,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_4,Site 25,USA,AMERICA,6,0.0172222222222222,0.1033333333333333,0.0421856566812658,1,0.1666666666666666,0,1,1,0,0,0,4,0,0,0,0,0,0,Low,0.0,False,0.0,0.16666666666666666,5,0.9998897802615266,Data Laggards
Study_4,Site 250,USA,AMERICA,7,0.028095238095238,0.1083333333333333,0.0483278595696313,2,0.2857142857142857,0,2,2,0,0,0,6,0,0,0,0,0,0,Low,0.0,False,0.0,0.2857142857142857,5,0.9999835533097414,Data Laggards
Study_4,Site 251,USA,AMERICA,10,0.0129166666666666,0.0645833333333333,0.0272307242958943,2,0.2,0,2,2,0,0,0,0,0,0,0,0,4,0,Low,0.0,False,0.0,0.2,5,0.9999211044572265,Data Laggards
Study_4,Site 252,USA,AMERICA,7,0.0485119047619047,0.1083333333333333,0.0492487586460268,4,0.5714285714285714,0,4,4,0,0,0,10,0,0,0,0,2,0,Medium,0.0,False,0.0,0.5714285714285714,5,0.9999025533678799,Data Laggards
Study_4,Site 253,USA,AMERICA,5,0.046076923076923,0.127051282051282,0.0636482361253412,3,0.6,0,2,2,0,0,0,8,0,0,0,0,0,1,Low,0.0,False,0.0,0.4,5,0.9999898715502961,Data Laggards
Study_4,Site 254,USA,AMERICA,5,0.0220352564102564,0.0614583333333333,0.0305073869663851,2,0.4,0,2,2,0,0,0,0,0,0,0,0,1,1,Low,0.0,False,0.0,0.4,5,0.9999529695688353,Data Laggards
Study_4,Site 255,USA,AMERICA,18,0.0129629629629629,0.2333333333333333,0.054997194092287,1,0.0555555555555555,1,0,1,2,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.05555555555555555,0.05555555555555555,9,0.9997866096866989,Safety Concerns
Study_4,Site 256,USA,AMERICA,4,0.0258333333333333,0.1033333333333333,0.0516666666666666,1,0.25,0,1,1,0,0,0,4,0,0,0,0,0,0,Low,0.0,False,0.0,0.25,5,0.9999680456698303,Data Laggards
Study_4,Site 257,USA,AMERICA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_4,Site 258,USA,AMERICA,7,0.0217216117216117,0.1033333333333333,0.0403080169746483,2,0.2857142857142857,0,2,2,0,0,0,4,0,0,0,0,0,1,Low,0.0,False,0.0,0.2857142857142857,5,0.9999878350031821,Data Laggards
Study_4,Site 3,KOR,ASIA,19,0.0217543859649122,0.1083333333333333,0.0434736818505774,4,0.2105263157894736,0,4,4,0,0,0,16,0,0,0,0,0,0,Low,0.55,True,0.0,0.21052631578947367,5,0.9997787651351955,Data Laggards
Study_4,Site 4,KOR,ASIA,19,0.0179824561403508,0.2333333333333333,0.0577526092280216,2,0.1052631578947368,1,1,2,2,0,0,5,0,0,0,0,0,0,Low,0.0,False,0.05263157894736842,0.10526315789473684,1,0.9459330782771403,Safety Concerns
Study_4,Site 43,TWN,ASIA,9,0.0377777777777777,0.1333333333333333,0.05737909995034,3,0.3333333333333333,0,3,3,0,1,0,8,0,0,0,0,0,0,Low,0.0,False,0.0,0.3333333333333333,5,0.9999927679754285,Data Laggards
Study_4,Site 47,SGP,ASIA,11,0.0044289044289044,0.0487179487179487,0.0146890142230192,1,0.0909090909090909,0,1,1,0,0,0,0,0,0,0,0,0,1,Low,0.0,False,0.0,0.09090909090909091,5,0.9998960570671825,Data Laggards
Study_4,Site 87,AUT,EMEA,35,0.0351428571428571,0.1033333333333333,0.0493757955649837,12,0.3428571428571428,0,12,12,0,0,0,46,0,0,0,0,0,0,Low,0.55,True,0.0,0.34285714285714286,5,0.9998970084406482,Data Laggards
Study_4,Site 91,CAN,AMERICA,13,0.034516765285996,0.1833333333333333,0.0605313140346293,4,0.3076923076923077,1,3,4,1,0,0,10,0,0,0,0,0,1,Low,0.0,False,0.07692307692307693,0.3076923076923077,7,0.997610838330742,Safety Concerns
Study_4,Site 92,CAN,AMERICA,14,0.0063095238095238,0.0883333333333333,0.0236080763689308,1,0.0714285714285714,0,1,1,0,0,0,1,0,0,0,0,0,0,Low,0.0,False,0.0,0.07142857142857142,5,0.9993314022703373,Data Laggards
Study_5,112,Unknown,Unknown,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_5,Site 14,AUT,EMEA,1,0.2725950911781308,0.2725950911781308,0.0,4,4.0,1,0,1,0,0,0,19,12,0,269,0,0,14,High,0.825,True,1.0,1.0,2,0.9999999946830378,Data Laggards
Study_5,Site 15,AUT,EMEA,7,0.0871506728276081,0.2451829149214621,0.0735743921226878,11,1.5714285714285714,1,6,7,0,0,0,10,5,0,3,0,0,36,Medium,0.0,False,0.14285714285714285,1.0,2,0.9999959739316115,Data Laggards
Study_5,Site 165,ARG,AMERICA,8,0.1001458186988765,0.3554468015028433,0.108266491780994,13,1.625,1,7,8,0,1,0,18,10,0,103,0,0,34,Medium,0.825,True,0.125,1.0,2,0.9999842317663858,Data Laggards
Study_5,Site 179,USA,AMERICA,4,0.187775075564805,0.2611832316572569,0.098731004030407,12,3.0,2,2,4,0,0,0,32,3,0,309,0,0,47,High,0.825,True,0.5,1.0,2,0.9999952281718111,Data Laggards
Study_5,Site 18,USA,AMERICA,6,0.06770955165692,0.1545906432748538,0.0425631465943574,7,1.1666666666666667,0,6,6,0,0,0,6,0,0,50,0,0,26,Medium,0.688,True,0.0,1.0,0,0.9999680223464777,Data Laggards
Study_5,Site 180,USA,AMERICA,1,0.0502564102564102,0.0502564102564102,0.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,5,Medium,0.0,False,0.0,1.0,0,0.9999984120495102,Data Laggards
Study_5,Site 181,USA,AMERICA,14,0.0762003492005197,0.2393343787557724,0.0659354854382507,19,1.3571428571428572,0,14,14,0,0,0,18,7,0,32,0,0,81,Medium,0.55,True,0.0,1.0,0,0.9998294858012025,Data Laggards
Study_5,Site 187,USA,AMERICA,6,0.0847019793072424,0.163706702654071,0.0537448340584473,9,1.5,0,6,6,0,0,0,6,0,0,147,0,0,25,Medium,0.688,True,0.0,1.0,0,0.999959105924183,Data Laggards
Study_5,Site 189,USA,AMERICA,1,0.0529487179487179,0.0529487179487179,0.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,12,Medium,0.0,False,0.0,1.0,0,0.9999983049583245,Data Laggards
Study_5,Site 19,USA,AMERICA,2,0.1689748864588103,0.2876933626612104,0.1678932791497017,6,3.0,1,1,2,0,0,0,14,2,0,65,1,0,11,High,0.825,True,0.5,1.0,2,0.9999984403897275,Data Laggards
Study_5,Site 191,JPN,ASIA,11,0.0599650349650349,0.1535897435897436,0.0310520173381093,12,1.0909090909090908,0,11,11,0,0,0,9,0,0,0,0,0,64,Medium,0.55,True,0.0,1.0,0,0.9998471663477928,Data Laggards
Study_5,Site 192,JPN,ASIA,11,0.0806092602028716,0.2354666072058364,0.0648108141740785,16,1.4545454545454546,0,11,11,0,0,0,7,10,0,213,0,0,101,Medium,0.688,True,0.0,1.0,0,0.9997921397809398,Data Laggards
Study_5,Site 193,JPN,ASIA,15,0.0687631023526215,0.2083876059146037,0.0486605046521113,19,1.2666666666666666,0,15,15,0,0,0,10,2,0,140,0,0,88,Medium,0.688,True,0.0,1.0,0,0.9998701577276952,Data Laggards
Study_5,Site 196,JPN,ASIA,4,0.0883046558704453,0.2020647773279352,0.0758402976978448,6,1.5,0,4,4,0,0,0,11,0,0,9,0,0,33,Medium,0.55,True,0.0,1.0,0,0.9999882462992974,Data Laggards
Study_5,Site 197,JPN,ASIA,7,0.0702757933211497,0.1903920917095863,0.0529663089902386,9,1.2857142857142858,0,7,7,0,0,0,4,5,0,0,0,0,37,Medium,0.55,True,0.0,1.0,0,0.9999443361023523,Data Laggards
Study_5,Site 198,JPN,ASIA,4,0.1698102536412471,0.3934025585645456,0.1620910123263309,10,2.5,1,3,4,0,0,1,11,24,119,0,0,0,38,High,0.825,True,0.25,1.0,2,0.9999631801447104,Data Laggards
Study_5,Site 2,AUS,ASIA,5,0.2617622959883213,0.4166715137061659,0.1934311266058008,21,4.2,3,2,5,0,0,3,31,12,83,465,0,1,52,High,0.758,True,0.6,1.0,2,0.9999921609883362,Data Laggards
Study_5,Site 200,JPN,ASIA,11,0.0684429578353643,0.2503084336249052,0.060317954551337,14,1.2727272727272727,1,10,11,0,0,0,12,2,0,46,0,0,54,Medium,0.688,True,0.09090909090909091,1.0,2,0.9999825897715335,Data Laggards
Study_5,Site 24,USA,AMERICA,3,0.0502564102564102,0.0502564102564102,0.0,3,1.0,0,3,3,0,0,0,0,0,0,0,0,0,15,Medium,0.55,True,0.0,1.0,0,0.9999961381651319,Data Laggards
Study_5,Site 25,JPN,ASIA,7,0.1257569284567124,0.2524866917529189,0.096958820443104,15,2.142857142857143,2,5,7,0,0,0,24,11,0,228,0,0,46,High,0.825,True,0.2857142857142857,1.0,2,0.9999895649144211,Data Laggards
Study_5,Site 259,AUS,ASIA,1,0.142485380116959,0.142485380116959,0.0,2,2.0,0,1,1,0,0,0,4,0,0,14,0,0,0,High,0.0,False,0.0,1.0,0,0.9999980142746112,Data Laggards
Study_5,Site 260,SGP,ASIA,1,0.0502564102564102,0.0502564102564102,0.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,5,Medium,0.0,False,0.0,1.0,0,0.9999984120495102,Data Laggards
Study_5,Site 261,SGP,ASIA,14,0.1136493282966512,0.254200154675885,0.0884501667897651,26,1.8571428571428568,1,13,14,0,0,0,48,29,0,60,0,0,122,Medium,0.825,True,0.07142857142857142,1.0,2,0.994783899161772,Data Laggards
Study_5,Site 262,TWN,ASIA,9,0.0668691120095007,0.197847649111148,0.049117304353726,11,1.2222222222222223,0,9,9,0,0,0,6,1,0,0,0,0,51,Medium,0.55,True,0.0,1.0,0,0.9998861090726452,Data Laggards
Study_5,Site 263,TWN,ASIA,9,0.0926309263679958,0.2530322302960702,0.0843013553832892,15,1.6666666666666667,1,8,9,0,0,0,14,6,0,207,0,0,52,Medium,0.825,True,0.1111111111111111,1.0,2,0.9999812223203496,Data Laggards
Study_5,Site 264,TWN,ASIA,9,0.0506837606837606,0.051025641025641,0.0003006676769117,9,1.0,0,9,9,0,0,0,0,0,0,0,0,0,55,Medium,0.55,True,0.0,1.0,0,0.999906642017082,Data Laggards
Study_5,Site 265,TWN,ASIA,8,0.0709407514605309,0.1530116959064327,0.0395944399701386,10,1.25,0,8,8,0,0,0,6,1,0,23,0,0,45,Medium,0.55,True,0.0,1.0,0,0.9999137345083179,Data Laggards
Study_5,Site 266,MYS,ASIA,7,0.0804783265690393,0.1857767070942017,0.0518038978491895,10,1.4285714285714286,0,7,7,0,0,0,3,10,0,0,0,0,77,Medium,0.55,True,0.0,1.0,0,0.9999353345882243,Data Laggards
Study_5,Site 267,MYS,ASIA,1,0.1135897435897436,0.1135897435897436,0.0,2,2.0,0,1,1,0,0,0,1,0,0,0,0,0,5,Medium,0.0,False,0.0,1.0,0,0.999997083207066,Data Laggards
Study_5,Site 268,BEL,EMEA,16,0.0785823021810077,0.1790014952649942,0.0506490463960278,22,1.375,0,16,16,0,0,0,21,1,0,26,0,0,83,Medium,0.55,True,0.0,1.0,0,0.9998929858840043,Data Laggards
Study_5,Site 269,BEL,EMEA,2,0.0502564102564102,0.0502564102564102,0.0,2,1.0,0,2,2,0,0,0,0,0,0,0,0,0,10,Medium,0.0,False,0.0,1.0,0,0.9999978532774796,Data Laggards
Study_5,Site 270,CZE,EMEA,3,0.0502564102564102,0.0502564102564102,0.0,3,1.0,0,3,3,0,0,0,0,0,0,0,0,0,15,Medium,0.55,True,0.0,1.0,0,0.9999961381651319,Data Laggards
Study_5,Site 271,CZE,EMEA,12,0.0729367221472484,0.165753486279802,0.0400615726093913,16,1.3333333333333333,0,12,12,0,0,0,6,0,0,151,0,0,112,Medium,0.688,True,0.0,1.0,0,0.9998075594660073,Data Laggards
Study_5,Site 272,CZE,EMEA,6,0.0505128205128205,0.0506410256410256,0.0001986145305747,6,1.0,0,6,6,0,0,0,0,0,0,0,0,0,34,Medium,0.55,True,0.0,1.0,0,0.999973256380115,Data Laggards
Study_5,Site 273,FRA,EMEA,2,0.0504487179487179,0.0506410256410256,0.0002719641466102,2,1.0,0,2,2,0,0,0,0,0,0,0,0,0,11,Medium,0.0,False,0.0,1.0,0,0.9999978424173795,Data Laggards
Study_5,Site 274,FRA,EMEA,1,0.2523907042902155,0.2523907042902155,0.0,4,4.0,1,0,1,0,0,0,7,14,0,30,0,0,34,High,0.0,False,1.0,1.0,2,0.9999999975025178,Data Laggards
Study_5,Site 275,FRA,EMEA,1,0.0502564102564102,0.0502564102564102,0.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,5,Medium,0.0,False,0.0,1.0,0,0.9999984120495102,Data Laggards
Study_5,Site 276,FRA,EMEA,1,0.0502564102564102,0.0502564102564102,0.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,5,Medium,0.0,False,0.0,1.0,0,0.9999984120495102,Data Laggards
Study_5,Site 277,FRA,EMEA,11,0.1773344520064816,0.4069409298790784,0.1438336309604526,31,2.8181818181818183,3,8,11,0,0,3,36,10,29,639,0,0,149,High,0.9,True,0.2727272727272727,1.0,2,0.9985694948619078,Data Laggards
Study_5,Site 278,FRA,EMEA,5,0.0503333333333333,0.0506410256410256,0.0001720052290384,5,1.0,0,5,5,0,0,0,0,0,0,0,0,0,26,Medium,0.55,True,0.0,1.0,0,0.9999852232741484,Data Laggards
Study_5,Site 279,DEU,EMEA,3,0.0503846153846153,0.0506410256410256,0.0002220577958421,3,1.0,0,3,3,0,0,0,0,0,0,0,0,0,16,Medium,0.55,True,0.0,1.0,0,0.999996129445124,Data Laggards
Study_5,Site 28,AUS,ASIA,5,0.1109556404718391,0.2221598272138229,0.0837314209369961,9,1.8,0,5,5,0,0,0,11,6,0,0,0,0,56,Medium,0.55,True,0.0,1.0,0,0.9999642900978529,Data Laggards
Study_5,Site 280,DEU,EMEA,6,0.1370028162929152,0.2546754672581659,0.077753791489739,14,2.333333333333333,1,5,6,0,0,0,28,11,0,139,0,0,25,High,0.825,True,0.16666666666666666,1.0,2,0.999966986989913,Data Laggards
Study_5,Site 281,DEU,EMEA,3,0.1712590037331426,0.2514421826011004,0.1066236240484943,8,2.6666666666666665,1,2,3,0,0,0,20,4,0,43,0,0,15,High,0.0,False,0.3333333333333333,1.0,2,0.9999822935809642,Data Laggards
Study_5,Site 282,DEU,EMEA,8,0.1098995481171223,0.2591188915413083,0.0934882932395897,15,1.875,2,6,8,0,0,0,22,11,0,196,0,0,48,Medium,0.825,True,0.25,1.0,2,0.9999900901798467,Data Laggards
Study_5,Site 283,DEU,EMEA,2,0.1517836257309941,0.1517836257309941,0.0,4,2.0,0,2,2,0,0,0,12,0,0,4,0,0,0,High,0.0,False,0.0,1.0,0,0.999993004501744,Data Laggards
Study_5,Site 284,HUN,EMEA,8,0.0657692307692307,0.1716666666666666,0.0427895196121117,9,1.125,0,8,8,0,0,0,10,0,0,0,0,0,81,Medium,0.55,True,0.0,1.0,0,0.9999194718224167,Data Laggards
Study_5,Site 285,HUN,EMEA,1,0.0502564102564102,0.0502564102564102,0.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,5,Medium,0.0,False,0.0,1.0,0,0.9999984120495102,Data Laggards
Study_5,Site 286,HUN,EMEA,5,0.0505641025641025,0.051025641025641,0.0003217923178977,5,1.0,0,5,5,0,0,0,0,0,0,0,0,0,29,Medium,0.55,True,0.0,1.0,0,0.9999851829580954,Data Laggards
Study_5,Site 287,ISR,EMEA,7,0.080844543656866,0.2620656517519084,0.0799109973891727,10,1.4285714285714286,1,6,7,0,0,0,9,6,0,243,0,0,48,Medium,0.688,True,0.14285714285714285,1.0,2,0.9999974194723391,Data Laggards
Study_5,Site 288,ISR,EMEA,1,0.2615211965229016,0.2615211965229016,0.0,4,4.0,1,0,1,0,0,0,10,5,0,164,0,0,11,High,0.825,True,1.0,1.0,2,0.9999999963556422,Data Laggards
Study_5,Site 289,ISR,EMEA,6,0.0608119658119658,0.1135897435897436,0.0258557250627113,7,1.1666666666666667,0,6,6,0,0,0,1,0,0,0,0,0,30,Medium,0.55,True,0.0,1.0,0,0.9999702611294508,Data Laggards
Study_5,Site 290,ISR,EMEA,8,0.1319381944752837,0.4006989881009654,0.1160293473503822,18,2.25,1,7,8,0,0,1,16,0,34,314,0,2,74,High,0.688,True,0.125,1.0,2,0.9999337509302633,Data Laggards
Study_5,Site 291,ISR,EMEA,4,0.0502564102564102,0.0502564102564102,0.0,4,1.0,0,4,4,0,0,0,0,0,0,0,0,0,20,Medium,0.55,True,0.0,1.0,0,0.9999923648774723,Data Laggards
Study_5,Site 292,ITA,EMEA,4,0.1048656824053266,0.2683088834674602,0.1089622848878028,7,1.75,1,3,4,0,0,0,14,2,0,242,0,0,37,Medium,0.825,True,0.25,1.0,2,0.9999979951210012,Data Laggards
Study_5,Site 293,ITA,EMEA,1,0.0502564102564102,0.0502564102564102,0.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,5,Medium,0.0,False,0.0,1.0,0,0.9999984120495102,Data Laggards
Study_5,Site 294,ITA,EMEA,3,0.0757264957264957,0.1135897435897436,0.0334360678512777,4,1.3333333333333333,0,3,3,0,0,0,1,0,0,0,0,0,49,Medium,0.55,True,0.0,1.0,0,0.9999957984764031,Data Laggards
Study_5,Site 295,ITA,EMEA,9,0.0505555555555555,0.0506410256410256,0.0001695994430169,9,1.0,0,9,9,0,0,0,0,0,0,0,0,0,52,Medium,0.55,True,0.0,1.0,0,0.9999067887459491,Data Laggards
Study_5,Site 296,ITA,EMEA,2,0.0506410256410256,0.0506410256410256,0.0,2,1.0,0,2,2,0,0,0,0,0,0,0,0,0,12,Medium,0.0,False,0.0,1.0,0,0.9999978319571686,Data Laggards
Study_5,Site 297,ITA,EMEA,28,0.0942762227951781,0.2510934088835646,0.0750751693705295,46,1.6428571428571428,4,24,28,0,0,0,72,13,0,224,0,0,168,Medium,0.825,True,0.14285714285714285,1.0,8,0.9999999999935039,Safety Concerns
