study,site_id,country,region,subject_count,site_risk_category,cluster_id,cluster_name,prob_cluster_0,prob_cluster_1,prob_cluster_2
Study_25,Site 50,BEL,EMEA,10,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.852981233150422e-15,3.279752920496224e-27
Study_25,Site 504,DEU,EMEA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999822,1.6327683442790474e-14,6.111572439649079e-27
Study_25,Site 507,DEU,EMEA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.672210864064513e-15,3.1709907713097145e-27
Study_25,Site 508,DEU,EMEA,7,Medium,0,Cluster_0_Low_Risk,0.9999999992827888,7.172120152920842e-10,1.6152223694413085e-22
Study_25,Site 509,IND,ASIA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999998757,1.2360011277635265e-13,3.862025807808738e-26
Study_25,Site 510,IND,ASIA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.1393121977766336e-15,1.8401010212455506e-27
Study_25,Site 512,ISR,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999645,3.654264064152732e-14,1.231667020279609e-26
Study_25,Site 518,MYS,ASIA,12,Medium,0,Cluster_0_Low_Risk,0.9999999999999574,4.408822758071638e-14,1.5160090942057933e-26
Study_25,Site 521,NOR,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.568360765072194e-15,2.6360579572389078e-27
Study_25,Site 525,RUS,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.103185955620148e-15,2.39527508275868e-27
Study_25,Site 526,RUS,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999751,2.6429485614086606e-14,1.070617850766391e-26
Study_25,Site 529,ESP,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999787,2.108424990750401e-14,6.656406424808701e-27
Study_25,Site 530,ESP,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,9.460910589078259e-15,3.1082811695661297e-27
Study_25,Site 567,DEU,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.0048870181049012e-14,3.718943058793989e-27
Study_25,Site 575,KOR,ASIA,9,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.3387899753149827e-15,1.5933458545617398e-27
Study_25,Site 586,SWE,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999538,4.5626537450068713e-14,9.647252250014475e-27
Study_25,Site 588,TWN,ASIA,10,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.428965807532135e-15,4.235383890918878e-27
Study_25,Site 589,TWN,ASIA,19,Medium,0,Cluster_0_Low_Risk,1.0,1.0045450118692825e-15,9.5206622518643e-28
Study_25,Site 590,TWN,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,9.460910589078259e-15,3.1082811695661297e-27
Study_25,Site 592,TWN,ASIA,7,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.141806009249037e-15,2.620307035286627e-27
Study_25,Site 598,SGP,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.264947668977063e-15,2.406907359255388e-27
Study_25,Site 6,CAN,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999645,3.654264064152732e-14,1.231667020279609e-26
Study_25,Site 61,CHN,ASIA,21,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,9.849374038184559e-15,3.982178468333668e-27
Study_25,Site 62,CHN,ASIA,10,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.0815815653631178e-15,1.4651312545255755e-27
Study_25,Site 63,CHN,ASIA,23,Medium,0,Cluster_0_Low_Risk,1.0,2.854078262233366e-16,3.0207770551788233e-28
Study_25,Site 65,CHN,ASIA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.568668505082249e-15,2.5962458425341402e-27
Study_25,Site 66,CHN,ASIA,10,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.982784352229535e-15,2.158015829496305e-27
Study_25,Site 67,CHN,ASIA,17,Medium,0,Cluster_0_Low_Risk,1.0,8.00187006079417e-16,6.448996841831326e-28
Study_25,Site 68,CHN,ASIA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.442941597291051e-15,2.5307613114825068e-27
Study_25,Site 69,CHN,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999858,1.5906462239166406e-14,4.429792475055221e-27
Study_25,Site 7,COL,AMERICA,16,Medium,0,Cluster_0_Low_Risk,1.0,8.7705742173561505e-16,6.350735427900973e-28
Study_25,Site 70,CHN,ASIA,18,Medium,0,Cluster_0_Low_Risk,1.0,8.121800825842552e-16,7.077112178175094e-28
Study_25,Site 71,CHN,ASIA,12,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,1.85702581719216e-15,1.036901751997958e-27
Study_25,Site 72,CHN,ASIA,10,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.726811213968163e-15,1.3972624769597305e-27
Study_25,Site 73,CHN,ASIA,6,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,9.311026580470185e-15,3.126666206989426e-27
Study_25,Site 75,CHN,ASIA,12,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.7739658930146307e-15,1.7225102995375118e-27
Study_25,Site 776,DNK,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.999999999999968,3.030450237727109e-14,8.748632693699282e-27
Study_25,Site 777,DNK,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.56980337852227e-15,2.715180563699847e-27
Study_25,Site 778,FIN,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999998153,1.8609781992446885e-13,3.655648134711789e-26
Study_25,Site 780,ISR,EMEA,10,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.497639178021919e-15,1.8682142993313378e-27
Study_25,Site 781,KOR,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999574,4.116715854313084e-14,1.0786989981575125e-26
Study_25,Site 783,KOR,ASIA,9,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.502944679629813e-15,2.8135902390496867e-27
Study_25,Site 784,KOR,ASIA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.065468580370162e-15,1.798009881906891e-27
Study_25,Site 785,KOR,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999822,1.7524674622712654e-14,5.7589824198544025e-27
Study_25,Site 79,COL,AMERICA,20,Medium,0,Cluster_0_Low_Risk,1.0,7.387835830736347e-16,7.294438938845243e-28
Study_25,Site 801,DEU,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.341014347856642e-15,2.4215040675948353e-27
Study_25,Site 806,IND,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999751,2.4642751155331947e-14,9.9307741333914e-27
Study_25,Site 846,JPN,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999751,2.4836588516778128e-14,5.775262938078085e-27
Study_25,Site 847,JPN,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999716,2.803463215881444e-14,9.116788297021754e-27
Study_25,Site 848,JPN,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.444005555078572e-15,2.602940525335977e-27
Study_25,Site 852,JPN,ASIA,10,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.2558528912419034e-15,1.5373921116573611e-27
Study_25,Site 854,JPN,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999822,1.624053662281744e-14,5.28874535573261e-27
Study_25,Site 857,JPN,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999325,6.61308155240548e-14,2.4335959764058202e-26
Study_25,Site 859,KOR,ASIA,9,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.7175840358586065e-15,1.814274994295644e-27
Study_25,Site 860,KOR,ASIA,7,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.434177543357072e-15,2.7625241819424476e-27
Study_25,Site 861,KOR,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.568360765072194e-15,2.6360579572389078e-27
Study_25,Site 862,KOR,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.999999999961048,3.8953399303823345e-11,6.987013893664066e-24
Study_25,Site 863,KOR,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999787,2.020596742132467e-14,8.018046623857648e-27
Study_25,Site 873,NOR,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999858,1.2763570279307995e-14,4.408693571972157e-27
Study_25,Site 923,USA,AMERICA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.156156545438209e-15,2.3918146348807837e-27
Study_25,Site 924,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.1502894980691731e-14,3.551323201568423e-27
Study_25,Site 926,USA,AMERICA,9,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.878158532769747e-15,3.5852436721614986e-27
Study_25,Site 929,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999822,1.9223226233639177e-14,6.0709324845436756e-27
Study_25,Site 932,USA,AMERICA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999964828,3.5168739576634556e-12,9.426963891355206e-25
Study_25,Site 933,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999751,2.50579538508743e-14,8.543771408874983e-27
Study_25,Site 937,USA,AMERICA,7,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.009439622389629e-15,2.5557480397500516e-27
Study_25,Site 939,USA,AMERICA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999611404,3.8860997783404705e-11,9.943369090836311e-24
Study_25,Site 941,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999858,1.3344735943634507e-14,4.230310643368726e-27
Study_25,Site 942,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999467,5.413374751077452e-14,1.8862956840976694e-26
Study_25,Site 943,USA,AMERICA,10,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.878546674257287e-15,1.3829735065150516e-27
Study_25,Site 945,USA,AMERICA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.9570644889652074e-15,1.7323278128273594e-27
Study_25,Site 954,USA,AMERICA,5,Medium,0,Cluster_0_Low_Risk,0.9999999987710559,1.2289443340316654e-09,2.7862379413425874e-22
Study_25,Site 955,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999858,1.4980309733319052e-14,4.5828321569836e-27
Study_25,Site 958,USA,AMERICA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999609,3.9103815003488204e-14,1.3105157499643052e-26
Study_25,Site 995,CHL,AMERICA,5,Medium,0,Cluster_0_Low_Risk,0.9999997056318211,2.943681795475953e-07,6.083563396930593e-20
Study_4,169,Unknown,Unknown,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_4,Site 1,KOR,ASIA,24,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999915339,8.466181303215217e-12
Study_4,Site 10,AUT,EMEA,15,Low,0,Cluster_0_Low_Risk,0.9999999998522426,1.4775709292496814e-10,3.9444870118931395e-22
Study_4,Site 108,TWN,ASIA,27,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_4,Site 109,SGP,ASIA,16,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.6116000788964038e-15,9.540086297095528e-26
Study_4,Site 11,NLD,EMEA,14,Low,1,Cluster_1_Completeness_Issues,5.802416288871135e-216,0.9999999999968514,3.1486921315842426e-12
Study_4,Site 110,AUT,EMEA,4,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999988334,1.1667273983244612e-12
Study_4,Site 111,BEL,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_4,Site 112,BEL,EMEA,13,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_4,Site 113,DNK,EMEA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
Study_4,Site 114,FRA,EMEA,16,Low,0,Cluster_0_Low_Risk,0.9999999999998508,1.4898101303676554e-13,7.845653519272162e-25
Study_4,Site 115,FRA,EMEA,19,Low,1,Cluster_1_Completeness_Issues,6.43131109876962e-44,0.9999999999965055,3.4944548273631745e-12
Study_4,Site 116,FRA,EMEA,39,Low,0,Cluster_0_Low_Risk,1.0,4.276794407288639e-16,1.7243920568071673e-25
Study_4,Site 117,FRA,EMEA,8,Low,0,Cluster_0_Low_Risk,0.9999999999947526,5.248381143836581e-12,1.2797057249396974e-23
Study_4,Site 118,FRA,EMEA,19,Low,0,Cluster_0_Low_Risk,0.9999999999998757,1.254544632159343e-13,9.153173943185332e-25
Study_4,Site 119,FRA,EMEA,11,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999972968,2.703037971720665e-12
Study_4,Site 120,FRA,EMEA,17,Low,1,Cluster_1_Completeness_Issues,8.311953510867577e-44,0.9999999999944311,5.568930502417948e-12
Study_4,Site 121,FRA,EMEA,8,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999979903,2.009748922050237e-12
Study_4,Site 122,FRA,EMEA,9,Low,1,Cluster_1_Completeness_Issues,7.593443113152472e-195,0.9999999999975961,2.4038055301536465e-12
Study_4,Site 123,FRA,EMEA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_4,Site 124,DEU,EMEA,5,Low,1,Cluster_1_Completeness_Issues,2.3928873065027172e-289,0.9999999999985762,1.4235722338890695e-12
Study_4,Site 125,DEU,EMEA,19,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999960321,3.967768991039899e-12
Study_4,Site 126,DEU,EMEA,26,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999892164,1.0783571525406676e-11
Study_4,Site 127,DEU,EMEA,4,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.015486583897409e-15,8.893253760915574e-27
Study_4,Site 128,DEU,EMEA,3,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999987415,1.2585711759558305e-12
Study_4,Site 129,DEU,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_4,Site 13,CAN,AMERICA,12,Low,1,Cluster_1_Completeness_Issues,1.06905537e-315,0.9999999999968767,3.1230865241059953e-12
Study_4,Site 130,NLD,EMEA,8,Low,1,Cluster_1_Completeness_Issues,9.82018446168145e-170,0.9999999999980613,1.9386667849813393e-12
Study_4,Site 131,NLD,EMEA,3,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999970585,2.941513104368226e-12
Study_4,Site 132,NLD,EMEA,7,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999975615,2.4385228371955265e-12
Study_4,Site 133,POL,EMEA,24,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.828186667278339e-25
Study_4,Site 134,POL,EMEA,6,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,5.946538118785048e-19,1.0
Study_4,Site 135,POL,EMEA,10,Low,1,Cluster_1_Completeness_Issues,1.4916587293636633e-155,0.999999999997514,2.4860122062767696e-12
Study_4,Site 136,ESP,EMEA,10,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999975877,2.4122534406750467e-12
Study_4,Site 137,ESP,EMEA,13,Low,0,Cluster_0_Low_Risk,0.999999999999801,1.981531598662234e-13,7.640206652016992e-25
Study_4,Site 138,ESP,EMEA,23,Low,0,Cluster_0_Low_Risk,0.999997484458229,0.0,2.5155417714339713e-06
Study_4,Site 139,ESP,EMEA,53,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,4.4527268771871244e-67,1.0
Study_4,Site 14,CAN,AMERICA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_4,Site 140,ESP,EMEA,27,Low,2,Cluster_2_High_Risk_Elevated_DQI,1.8007112306129005e-106,0.0,1.0
Study_4,Site 141,ESP,EMEA,4,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999979079,2.091993286809085e-12
Study_4,Site 142,ESP,EMEA,13,Low,1,Cluster_1_Completeness_Issues,1.9584527703545033e-54,0.9999999999964262,3.5738548889738684e-12
Study_4,Site 143,ESP,EMEA,17,Low,1,Cluster_1_Completeness_Issues,2.9627336016937397e-183,0.9999999999943576,5.642422026569736e-12
Study_4,Site 144,ESP,EMEA,10,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.07141912165501e-15,5.039484910839949e-26
Study_4,Site 145,ESP,EMEA,8,Low,0,Cluster_0_Low_Risk,0.9999999999996767,3.2379268043871657e-13,6.927050228161958e-25
Study_4,Site 146,ESP,EMEA,16,Low,0,Cluster_0_Low_Risk,0.9999999999998082,1.9090201400287524e-13,1.0515698967604435e-24
Study_4,Site 147,SWE,EMEA,4,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.015486583897409e-15,8.893253760915574e-27
Study_4,Site 148,SWE,EMEA,8,Low,1,Cluster_1_Completeness_Issues,9.82018446168145e-170,0.9999999999980613,1.9386667849813393e-12
Study_4,Site 149,SWE,EMEA,7,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999978053,2.194596000121917e-12
Study_4,Site 15,CAN,AMERICA,3,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999987415,1.2585711759558305e-12
Study_4,Site 150,CHE,EMEA,4,Low,1,Cluster_1_Completeness_Issues,4.120356494297411e-15,0.9999999999987959,1.2001082885543443e-12
Study_4,Site 151,CHE,EMEA,4,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999966138,3.386266069216436e-12
Study_4,Site 152,CHE,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_4,Site 153,GBR,EMEA,4,Low,0,Cluster_0_Low_Risk,0.9999999999999822,1.7383121697915997e-14,5.0880368075675787e-26
Study_4,Site 154,GBR,EMEA,6,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.5951443848285016e-15,2.0424493852363178e-26
Study_4,Site 155,GBR,EMEA,4,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999977482,2.2516435751183433e-12
Study_4,Site 156,GBR,EMEA,8,Low,0,Cluster_0_Low_Risk,0.9999553949116095,4.4605088390075225e-05,1.1306226947728089e-16
Study_4,Site 157,GBR,EMEA,3,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999989178,1.0822581519320548e-12
Study_4,Site 158,GBR,EMEA,6,Low,1,Cluster_1_Completeness_Issues,0.0,0.999999999994508,5.491986909234932e-12
Study_4,Site 159,GBR,EMEA,5,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999981211,1.8788448024277816e-12
Study_4,Site 16,CAN,AMERICA,5,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_4,Site 160,GBR,EMEA,3,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999953189,4.681130288276343e-12
Study_4,Site 161,CZE,EMEA,3,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999971687,2.831224672310441e-12
Study_4,Site 162,CZE,EMEA,18,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999939713,6.028804015838948e-12
Study_4,Site 163,CAN,AMERICA,2,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999861666,1.3833454504914317e-11
Study_4,Site 164,CAN,AMERICA,14,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999968501,3.1500237065971495e-12
Study_4,Site 165,CHN,ASIA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_4,Site 166,CHN,ASIA,5,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_4,Site 167,CHN,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_4,Site 168,CHN,ASIA,17,Low,1,Cluster_1_Completeness_Issues,3.993638732345553e-89,0.9999999999943734,5.626514608928073e-12
Study_4,Site 169,CHN,ASIA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_4,Site 170,CHN,ASIA,8,Low,0,Cluster_0_Low_Risk,0.9999999999996767,3.220348254724901e-13,6.870324788095449e-25
Study_4,Site 171,CHN,ASIA,19,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999941811,5.818918167541839e-12
Study_4,Site 172,CHN,ASIA,4,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999989546,1.0451712998500178e-12
Study_4,Site 173,CHN,ASIA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
Study_4,Site 174,CHN,ASIA,14,Low,2,Cluster_2_High_Risk_Elevated_DQI,1.91462381153e-313,0.0,1.0
Study_4,Site 175,CHN,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999997655,2.3452975728545693e-13,9.056265797514931e-26
Study_4,Site 176,HKG,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_4,Site 177,JPN,ASIA,7,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_4,Site 178,JPN,ASIA,1,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999990897,9.102366048425458e-13
Study_4,Site 179,JPN,ASIA,6,Low,1,Cluster_1_Completeness_Issues,1.412173987e-315,0.9999999999984963,1.503786270002165e-12
Study_4,Site 18,JPN,ASIA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_4,Site 180,JPN,ASIA,4,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.015486583897409e-15,8.893253760915574e-27
Study_4,Site 181,JPN,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_4,Site 182,JPN,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_4,Site 183,JPN,ASIA,3,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999958458,4.154173844400242e-12
Study_4,Site 184,JPN,ASIA,4,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999967963,3.2036876534778093e-12
Study_4,Site 185,JPN,ASIA,6,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999972444,2.755556579321129e-12
Study_4,Site 186,JPN,ASIA,1,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999938933,6.1064589993937655e-12
Study_4,Site 187,JPN,ASIA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_4,Site 188,JPN,ASIA,2,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999989115,1.0885299612328794e-12
Study_4,Site 189,JPN,ASIA,2,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999989115,1.0885299612328794e-12
Study_4,Site 190,USA,AMERICA,27,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_4,Site 191,USA,AMERICA,21,Low,1,Cluster_1_Completeness_Issues,0.11627807411191078,0.8837219258849954,3.0937047817721155e-12
Study_4,Site 192,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,0.9999999999999858,1.3742607277643504e-14,5.380106600428793e-26
Study_4,Site 193,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_4,Site 194,USA,AMERICA,13,Low,0,Cluster_0_Low_Risk,0.9999999999997371,2.623565858944903e-13,1.099690423602966e-24
Study_4,Site 195,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_4,Site 196,USA,AMERICA,4,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999727762,2.7223829223840826e-11
Study_4,Site 197,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,0.9999999999996021,3.980369476151957e-13,6.595759670015292e-25
Study_4,Site 198,USA,AMERICA,20,Low,1,Cluster_1_Completeness_Issues,1.5734194246387883e-217,0.9999999999927764,7.223622630591811e-12
Study_4,Site 199,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,0.9999999999996021,3.980369476151957e-13,6.595759670015292e-25
Study_4,Site 20,JPN,ASIA,4,Low,1,Cluster_1_Completeness_Issues,0.0,0.999999999998755,1.2449316715789094e-12
Study_4,Site 200,USA,AMERICA,8,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999977147,2.285311929174914e-12
Study_4,Site 201,USA,AMERICA,8,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999979279,2.072142567071869e-12
Study_4,Site 202,USA,AMERICA,19,Low,1,Cluster_1_Completeness_Issues,3.9717426319113445e-06,0.9999960282506828,6.6853990022219776e-12
Study_4,Site 203,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_4,Site 204,USA,AMERICA,6,Low,1,Cluster_1_Completeness_Issues,1.64239634e-316,0.99999999999832,1.6800639413259786e-12
Study_4,Site 205,USA,AMERICA,4,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999988334,1.1667273983244612e-12
Study_4,Site 206,USA,AMERICA,20,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.07043820506450409,0.0,0.9295617949354973
Study_4,Site 207,USA,AMERICA,10,Low,1,Cluster_1_Completeness_Issues,7.363494971733748e-60,0.9999999999974676,2.5324348774360327e-12
Study_4,Site 208,USA,AMERICA,4,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999985829,1.416927554917154e-12
Study_4,Site 209,USA,AMERICA,4,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_4,Site 210,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.967818516604553e-25
Study_4,Site 211,USA,AMERICA,14,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_4,Site 212,USA,AMERICA,14,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999968612,3.1387777373164786e-12
Study_4,Site 213,USA,AMERICA,7,Low,0,Cluster_0_Low_Risk,0.9999999999996447,3.565990635334794e-13,6.702568388185044e-25
Study_4,Site 214,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_4,Site 215,USA,AMERICA,27,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5684882742886207e-22
Study_4,Site 216,USA,AMERICA,11,Low,0,Cluster_0_Low_Risk,0.9999999999997584,2.4023651914676044e-13,7.388640778179005e-25
Study_4,Site 217,USA,AMERICA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
Study_4,Site 218,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.4838132559453015e-15,3.4783919873135606e-26
Study_4,Site 219,USA,AMERICA,2,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999982723,1.7277485187228046e-12
Study_4,Site 22,JPN,ASIA,6,Low,1,Cluster_1_Completeness_Issues,1.412173987e-315,0.9999999999984963,1.503786270002165e-12
