study,site_id,country,region,subject_count,missing_visit_count,lab_issues_count,sae_total_count,sae_pending_count,missing_pages_count,uncoded_meddra_count,uncoded_whodd_count,inactivated_forms_count,edrr_open_issues
Study_21,Site 1557,SVN,EMEA,22,0,0,9,2,0,0,1,0,1
Study_21,Site 1558,ZAF,EMEA,25,0,0,10,2,0,0,0,0,0
Study_21,Site 1559,ZAF,EMEA,52,0,0,11,6,0,0,0,0,0
Study_21,Site 156,NLD,EMEA,29,0,0,14,9,2,0,0,0,0
Study_21,Site 1560,ZAF,EMEA,35,0,0,33,16,2,1,0,0,0
Study_21,Site 1561,ZAF,EMEA,39,1,0,23,9,0,0,0,0,0
Study_21,Site 1562,ZAF,EMEA,44,0,0,16,7,0,0,0,0,0
Study_21,Site 1563,ZAF,EMEA,11,0,0,0,0,0,0,0,0,0
Study_21,Site 1564,ZAF,EMEA,9,0,0,1,1,0,0,0,0,0
Study_21,Site 1565,ZAF,EMEA,21,1,0,8,5,0,0,0,0,0
Study_21,Site 1566,ZAF,EMEA,15,0,0,7,4,0,0,0,0,0
Study_21,Site 1567,ZAF,EMEA,25,1,0,5,4,0,0,0,0,0
Study_21,Site 1568,ZAF,EMEA,31,0,0,4,2,0,0,0,0,0
Study_21,Site 1569,ZAF,EMEA,11,0,0,2,2,0,0,0,0,0
Study_21,Site 157,NLD,EMEA,72,0,0,58,27,0,0,0,3,0
Study_21,Site 1570,ZAF,EMEA,4,0,0,3,3,0,0,0,0,0
Study_21,Site 1571,ZAF,EMEA,28,0,0,3,3,0,0,0,0,0
Study_21,Site 1572,ZAF,EMEA,44,0,0,26,12,4,0,0,1,1
Study_21,Site 1573,ZAF,EMEA,41,0,0,18,10,0,0,0,0,2
Study_21,Site 1574,ZAF,EMEA,8,0,0,4,4,0,0,0,0,0
Study_21,Site 1575,KOR,ASIA,14,0,0,14,4,0,0,0,0,0
Study_21,Site 1576,KOR,ASIA,15,0,0,17,3,0,0,0,0,0
Study_21,Site 1577,KOR,ASIA,12,0,0,3,3,0,0,0,0,0
Study_21,Site 1578,KOR,ASIA,18,0,0,9,6,0,0,0,0,0
Study_21,Site 1579,KOR,ASIA,36,0,0,11,9,0,1,4,0,0
Study_21,Site 158,NLD,EMEA,42,1,0,11,8,0,0,0,0,0
Study_21,Site 1580,KOR,ASIA,39,1,0,4,3,1,0,0,0,0
Study_21,Site 1581,KOR,ASIA,12,0,0,5,2,0,0,0,0,0
Study_21,Site 1582,KOR,ASIA,38,0,0,4,3,0,0,1,0,0
Study_21,Site 1583,KOR,ASIA,27,1,0,1,1,0,0,4,0,0
Study_21,Site 1584,KOR,ASIA,18,0,0,1,1,0,0,0,0,0
Study_21,Site 1585,KOR,ASIA,25,0,0,5,2,0,0,0,0,0
Study_21,Site 1586,KOR,ASIA,19,0,0,8,4,0,0,0,0,0
Study_21,Site 1587,KOR,ASIA,18,0,0,17,17,0,0,0,0,0
Study_21,Site 1588,KOR,ASIA,5,0,0,1,1,0,0,0,0,0
Study_21,Site 1589,KOR,ASIA,26,1,0,2,2,0,0,1,0,0
Study_21,Site 159,NLD,EMEA,28,0,0,2,2,0,0,0,0,0
Study_21,Site 1590,KOR,ASIA,11,0,0,2,2,0,0,0,0,0
Study_21,Site 1591,KOR,ASIA,16,0,0,5,4,0,0,0,0,0
Study_21,Site 1592,SWE,EMEA,26,0,0,10,6,0,0,0,0,0
Study_21,Site 1593,SWE,EMEA,31,0,0,1,1,0,0,1,0,0
Study_21,Site 1594,SWE,EMEA,25,0,0,0,0,0,0,0,0,0
Study_21,Site 1595,SWE,EMEA,25,0,0,4,1,0,0,0,0,0
Study_21,Site 1596,SWE,EMEA,13,0,0,4,3,0,0,0,0,0
Study_21,Site 1597,SWE,EMEA,10,0,0,15,14,0,0,0,0,0
Study_21,Site 1598,SWE,EMEA,16,1,0,25,3,0,0,0,0,0
Study_21,Site 1599,SWE,EMEA,7,0,0,1,1,0,0,0,0,0
Study_21,Site 16,SVK,EMEA,26,0,0,7,4,0,0,0,0,0
Study_21,Site 160,NLD,EMEA,38,0,0,27,13,5,0,0,0,0
Study_21,Site 1600,SWE,EMEA,51,1,0,16,10,0,0,0,0,0
Study_21,Site 1601,TWN,ASIA,15,0,0,21,11,0,0,0,0,0
Study_21,Site 1602,TWN,ASIA,42,0,0,13,9,0,0,10,0,0
Study_21,Site 1603,TWN,ASIA,15,1,0,14,3,0,0,0,0,0
Study_21,Site 1604,TWN,ASIA,29,0,0,1,1,0,0,0,0,0
Study_21,Site 1605,TWN,ASIA,27,0,0,6,4,0,0,0,0,0
Study_21,Site 1606,TWN,ASIA,19,0,0,15,9,0,0,0,0,0
Study_21,Site 1607,TWN,ASIA,12,0,0,20,4,0,0,0,0,0
Study_21,Site 1608,THA,ASIA,21,0,0,17,12,0,1,0,0,0
Study_21,Site 1609,THA,ASIA,22,0,0,14,4,1,0,0,0,0
Study_21,Site 161,PRT,EMEA,21,0,0,11,8,0,0,0,0,0
Study_21,Site 1610,THA,ASIA,27,0,0,19,9,0,0,0,0,0
Study_21,Site 1611,THA,ASIA,43,0,0,17,10,0,0,0,0,0
Study_21,Site 1612,THA,ASIA,22,1,0,6,5,0,0,0,0,0
Study_21,Site 1613,THA,ASIA,28,0,0,10,8,0,0,0,0,0
Study_21,Site 1614,THA,ASIA,8,0,0,9,4,0,0,0,0,0
Study_21,Site 1615,TUR,EMEA,6,0,0,0,0,0,0,0,0,0
Study_21,Site 1616,TUR,EMEA,21,0,0,2,1,0,0,0,2,0
Study_21,Site 1617,TUR,EMEA,12,0,0,0,0,0,0,0,0,0
Study_21,Site 1618,TUR,EMEA,3,0,0,6,3,0,0,0,0,0
Study_21,Site 1619,TUR,EMEA,2,0,0,0,0,0,0,0,0,0
Study_21,Site 162,PRT,EMEA,114,0,0,58,38,0,0,0,1,0
Study_21,Site 1620,TUR,EMEA,92,0,0,21,12,0,0,0,0,0
Study_21,Site 1621,TUR,EMEA,30,0,0,9,8,0,0,0,0,0
Study_21,Site 1622,TUR,EMEA,23,0,0,1,1,0,0,0,0,0
Study_21,Site 1623,TUR,EMEA,47,0,0,10,7,2,0,0,1,0
Study_21,Site 1624,TUR,EMEA,60,0,0,9,6,2,0,0,0,0
Study_21,Site 1625,SRB,EMEA,39,2,0,5,4,2,1,0,0,0
Study_21,Site 1626,SRB,EMEA,22,0,0,13,7,0,0,0,0,0
Study_21,Site 1627,SRB,EMEA,200,0,0,31,21,4,0,1,0,1
Study_21,Site 1628,SRB,EMEA,24,0,0,1,1,0,0,0,0,0
Study_21,Site 1629,SRB,EMEA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 163,SVK,EMEA,27,0,0,22,10,0,0,0,0,0
Study_21,Site 1630,SRB,EMEA,48,1,0,34,30,0,3,0,0,0
Study_21,Site 1631,SRB,EMEA,29,1,0,2,2,0,0,0,0,0
Study_21,Site 1632,SRB,EMEA,95,6,0,35,21,0,0,0,0,0
Study_21,Site 1633,SRB,EMEA,75,0,0,12,10,0,0,0,1,0
Study_21,Site 1634,SRB,EMEA,8,0,0,2,2,0,0,0,0,0
Study_21,Site 1635,SRB,EMEA,10,0,0,0,0,0,0,0,0,0
Study_21,Site 1636,SRB,EMEA,26,8,0,7,5,0,1,1,0,0
Study_21,Site 1637,SRB,EMEA,6,0,0,0,0,0,0,0,0,0
Study_21,Site 1638,SRB,EMEA,61,5,0,17,13,0,0,0,0,0
Study_21,Site 1639,SRB,EMEA,19,0,0,7,3,0,0,0,0,0
Study_21,Site 164,SVK,EMEA,31,0,0,18,14,0,1,0,0,0
Study_21,Site 1640,SRB,EMEA,289,27,0,31,21,4,0,0,1,0
Study_21,Site 1641,SRB,EMEA,15,0,0,3,2,0,0,0,0,0
Study_21,Site 1642,SRB,EMEA,68,0,0,25,14,0,0,0,0,0
Study_21,Site 1643,SRB,EMEA,25,0,0,5,5,0,0,0,0,0
Study_21,Site 1644,SRB,EMEA,24,0,0,0,0,0,0,0,0,0
Study_21,Site 165,ARG,AMERICA,97,0,0,42,30,0,0,2,0,0
Study_21,Site 166,ARG,AMERICA,22,0,0,13,7,0,0,0,0,0
Study_21,Site 168,ARG,AMERICA,10,1,0,6,3,0,0,0,0,0
Study_21,Site 169,ARG,AMERICA,34,1,0,14,10,0,0,0,0,0
Study_21,Site 17,SVK,EMEA,17,2,0,5,1,0,0,0,0,0
Study_21,Site 171,ARG,AMERICA,30,1,0,9,6,0,0,0,0,0
Study_21,Site 172,ARG,AMERICA,139,0,0,44,27,0,0,0,0,0
Study_21,Site 174,ARG,AMERICA,49,0,0,2,2,2,0,0,0,0
Study_21,Site 175,ARG,AMERICA,169,0,0,71,43,0,2,0,0,1
Study_21,Site 180,USA,AMERICA,47,1,0,43,24,0,1,0,2,0
Study_21,Site 181,USA,AMERICA,14,0,0,5,3,0,0,0,0,0
Study_21,Site 183,USA,AMERICA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 184,USA,AMERICA,47,0,0,19,11,0,0,0,0,0
Study_21,Site 185,USA,AMERICA,35,1,0,23,6,0,0,0,0,0
Study_21,Site 186,USA,AMERICA,12,0,0,2,2,0,0,0,0,0
Study_21,Site 187,USA,AMERICA,25,0,0,34,9,0,0,0,0,0
Study_21,Site 188,USA,AMERICA,4,0,0,0,0,0,0,0,0,0
Study_21,Site 189,USA,AMERICA,6,0,0,0,0,0,0,4,1,0
Study_21,Site 19,USA,AMERICA,26,0,0,7,2,0,0,1,0,0
Study_21,Site 191,CHN,ASIA,16,0,0,0,0,1,0,0,0,0
Study_21,Site 192,CHN,ASIA,12,0,0,12,4,0,0,0,0,0
Study_21,Site 193,CHN,ASIA,14,0,0,1,1,0,0,0,0,0
Study_21,Site 194,CHN,ASIA,31,0,0,11,4,0,0,0,0,0
Study_21,Site 195,CHN,ASIA,57,4,0,31,9,1,0,0,1,0
Study_21,Site 196,CHN,ASIA,15,0,0,3,2,0,0,0,0,0
Study_21,Site 197,CHN,ASIA,26,0,0,8,5,0,0,1,0,0
Study_21,Site 198,CHN,ASIA,25,0,0,14,5,0,0,0,0,0
Study_21,Site 2,IND,ASIA,30,0,0,6,3,0,0,0,0,0
Study_21,Site 200,CHN,ASIA,2,0,0,4,1,0,0,0,0,0
Study_21,Site 201,CHN,ASIA,124,2,0,38,23,0,0,0,0,0
Study_21,Site 202,CHN,ASIA,7,0,0,2,1,0,0,0,0,0
Study_21,Site 203,CHN,ASIA,4,0,0,5,2,0,0,0,0,0
Study_21,Site 205,CHN,ASIA,4,0,0,0,0,0,0,0,0,0
Study_21,Site 206,CHN,ASIA,7,1,0,4,1,0,0,0,0,0
Study_21,Site 207,CHN,ASIA,8,0,0,0,0,0,0,0,0,0
Study_21,Site 208,CHN,ASIA,43,0,0,15,6,0,0,0,0,0
Study_21,Site 209,CHN,ASIA,19,2,0,11,3,0,0,0,0,0
Study_21,Site 21,USA,AMERICA,32,0,0,14,8,0,0,0,0,0
Study_21,Site 211,CHN,ASIA,9,0,0,12,4,0,0,0,0,0
Study_21,Site 212,CHN,ASIA,29,0,0,22,4,0,0,0,0,0
Study_21,Site 214,CHN,ASIA,13,0,0,5,2,0,0,0,0,0
Study_21,Site 215,CHN,ASIA,34,0,0,44,22,0,0,8,0,0
Study_21,Site 216,CHN,ASIA,5,0,0,5,1,0,1,0,0,0
Study_21,Site 217,CHN,ASIA,23,2,0,4,3,0,0,1,0,0
Study_21,Site 219,CHN,ASIA,5,0,0,7,2,0,0,0,0,1
Study_21,Site 22,USA,AMERICA,131,0,0,189,48,0,0,0,10,0
Study_21,Site 23,USA,AMERICA,14,0,0,3,3,0,0,0,0,0
Study_21,Site 24,USA,AMERICA,16,0,0,26,3,0,0,0,0,0
Study_21,Site 25,CHN,ASIA,9,0,0,1,1,0,0,0,0,0
Study_21,Site 259,IND,ASIA,29,4,0,0,0,0,0,0,0,0
Study_21,Site 260,IND,ASIA,8,0,0,3,2,0,0,0,0,0
Study_21,Site 261,IND,ASIA,25,0,0,0,0,0,0,0,0,0
Study_21,Site 268,SVK,EMEA,18,0,0,0,0,0,0,0,0,0
Study_21,Site 269,SVK,EMEA,9,0,0,7,2,0,0,0,0,0
Study_21,Site 27,LVA,EMEA,24,1,0,4,3,0,0,0,0,0
Study_21,Site 279,ESP,EMEA,6,0,0,3,3,0,0,0,0,0
Study_21,Site 28,IND,ASIA,23,1,0,0,0,0,0,0,0,0
Study_21,Site 280,ESP,EMEA,8,0,0,4,1,0,0,0,0,0
Study_21,Site 281,ESP,EMEA,15,0,0,8,4,0,0,0,0,0
Study_21,Site 282,ESP,EMEA,12,0,0,5,2,0,0,0,0,0
Study_21,Site 283,ESP,EMEA,28,0,0,22,10,0,2,0,0,0
Study_21,Site 284,ESP,EMEA,3,0,0,2,1,0,0,0,0,0
Study_21,Site 285,ESP,EMEA,15,0,0,4,3,0,0,0,0,0
Study_21,Site 286,ESP,EMEA,13,2,0,6,4,0,0,2,0,0
Study_21,Site 3,IND,ASIA,37,0,0,2,2,0,0,0,0,0
Study_21,Site 30,IND,ASIA,59,0,0,62,9,0,0,0,1,0
Study_21,Site 315,ARG,AMERICA,29,0,0,14,4,0,0,0,0,0
Study_21,Site 316,ARG,AMERICA,102,0,0,23,12,0,0,0,0,0
Study_21,Site 318,ARG,AMERICA,122,0,0,5,5,0,0,0,7,2
Study_21,Site 319,ARG,AMERICA,51,0,0,18,14,0,0,0,0,0
Study_21,Site 325,USA,AMERICA,23,0,0,11,5,0,0,0,0,0
Study_21,Site 327,USA,AMERICA,26,0,0,6,2,0,0,0,0,0
Study_21,Site 330,USA,AMERICA,100,0,0,45,34,2,0,0,0,0
Study_21,Site 332,USA,AMERICA,10,0,0,1,1,0,0,0,0,0
Study_21,Site 333,USA,AMERICA,15,0,0,4,4,0,0,0,0,0
Study_21,Site 335,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 34,IND,ASIA,47,0,0,11,6,0,0,0,0,0
Study_21,Site 341,USA,AMERICA,4,0,0,13,5,0,0,0,0,0
Study_21,Site 342,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 344,CHN,ASIA,25,0,0,16,7,0,0,0,0,0
Study_21,Site 345,CHN,ASIA,14,0,0,4,1,0,0,0,0,0
Study_21,Site 346,AUS,ASIA,9,0,0,8,1,0,0,0,0,0
Study_21,Site 347,AUS,ASIA,6,0,0,0,0,0,0,0,0,0
Study_21,Site 35,IND,ASIA,127,1,0,23,14,0,0,0,0,0
Study_21,Site 352,CHN,ASIA,3,0,0,3,1,0,0,0,0,0
Study_21,Site 354,SVK,EMEA,17,0,0,2,2,0,0,0,0,0
Study_21,Site 356,ARG,AMERICA,191,2,0,65,41,4,0,0,3,0
Study_21,Site 357,IND,ASIA,33,0,0,39,7,0,0,0,0,0
Study_21,Site 37,IND,ASIA,14,0,0,37,8,0,0,0,0,0
Study_21,Site 38,IND,ASIA,52,3,0,44,17,0,0,0,0,0
Study_21,Site 39,IND,ASIA,41,0,0,2,1,0,0,0,0,0
Study_21,Site 4,IND,ASIA,14,0,0,0,0,0,0,0,0,0
Study_21,Site 40,IND,ASIA,21,0,0,0,0,0,0,0,0,0
Study_21,Site 41,IND,ASIA,36,0,0,9,4,0,0,1,0,0
Study_21,Site 418,HRV,EMEA,14,0,0,6,5,0,0,0,0,0
Study_21,Site 419,HRV,EMEA,8,0,0,4,3,0,0,0,0,0
Study_21,Site 42,IND,ASIA,96,0,0,6,3,0,0,0,0,1
Study_21,Site 420,HRV,EMEA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 421,HRV,EMEA,19,0,0,7,5,0,0,0,0,0
Study_21,Site 422,HRV,EMEA,19,0,0,10,5,0,0,0,0,0
Study_21,Site 423,HRV,EMEA,63,0,0,7,6,0,0,0,0,0
Study_21,Site 435,ARG,AMERICA,92,0,0,17,11,0,0,0,0,0
Study_21,Site 436,ARG,AMERICA,45,1,0,13,9,4,0,0,0,0
Study_21,Site 437,ARG,AMERICA,118,0,0,15,14,0,0,0,0,0
Study_21,Site 438,ARG,AMERICA,25,0,0,0,0,0,0,0,1,0
Study_21,Site 441,ARG,AMERICA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 450,USA,AMERICA,13,0,0,3,2,0,0,0,0,0
Study_21,Site 451,IND,ASIA,77,0,0,2,2,0,0,0,0,0
Study_21,Site 452,IND,ASIA,51,1,0,3,2,0,0,0,0,1
Study_21,Site 453,IND,ASIA,77,3,0,0,0,0,0,0,0,0
Study_21,Site 454,IND,ASIA,18,0,0,5,2,0,0,0,0,0
Study_21,Site 455,IND,ASIA,10,0,0,3,1,0,0,0,0,0
Study_21,Site 456,IND,ASIA,25,0,0,7,7,4,0,0,0,0
Study_21,Site 458,IND,ASIA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 46,IND,ASIA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 464,ITA,EMEA,11,0,0,2,1,1,0,0,0,0
Study_21,Site 465,RUS,EMEA,4,0,0,0,0,0,0,0,0,0
Study_21,Site 48,KEN,EMEA,9,0,0,3,2,0,0,0,0,0
Study_21,Site 49,KEN,EMEA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 5,MUS,EMEA,27,0,0,2,1,0,0,0,0,0
Study_21,Site 502,HRV,EMEA,13,1,0,2,1,1,0,0,0,0
Study_21,Site 503,HRV,EMEA,44,0,0,7,4,0,0,0,0,0
Study_21,Site 504,HRV,EMEA,24,0,0,1,1,0,0,2,0,0
Study_21,Site 505,HRV,EMEA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 506,HRV,EMEA,27,0,0,15,7,0,0,0,0,0
Study_21,Site 507,HRV,EMEA,13,1,0,3,0,0,0,0,0,0
Study_21,Site 508,HRV,EMEA,23,0,0,9,8,0,0,0,0,0
Study_21,Site 509,FRA,EMEA,8,0,0,6,5,0,0,0,0,0
Study_21,Site 510,FRA,EMEA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 511,FRA,EMEA,7,0,0,3,2,0,0,0,0,1
Study_21,Site 517,ITA,EMEA,10,0,0,7,6,0,0,0,0,0
Study_21,Site 520,ESP,EMEA,28,0,0,167,152,0,1,0,1,0
Study_21,Site 521,ESP,EMEA,18,1,0,5,3,0,0,0,0,0
Study_21,Site 522,ESP,EMEA,39,0,0,7,4,1,0,0,0,0
Study_21,Site 523,ESP,EMEA,20,0,0,2,2,0,0,0,1,1
Study_21,Site 535,USA,AMERICA,10,0,0,2,2,0,0,0,0,0
Study_21,Site 537,USA,AMERICA,15,0,0,40,7,0,0,0,0,2
Study_21,Site 538,USA,AMERICA,9,0,0,1,1,4,0,0,0,0
Study_21,Site 539,USA,AMERICA,14,0,0,0,0,0,0,0,0,0
Study_21,Site 540,JPN,ASIA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 544,COL,AMERICA,81,0,0,59,11,0,0,0,0,0
Study_21,Site 545,COL,AMERICA,51,0,0,9,5,0,0,0,0,0
Study_21,Site 546,COL,AMERICA,42,1,0,19,14,2,0,0,0,0
Study_21,Site 547,COL,AMERICA,28,0,0,28,11,0,0,0,2,0
Study_21,Site 548,COL,AMERICA,61,0,0,33,15,6,0,0,0,0
Study_21,Site 550,COL,AMERICA,15,0,0,11,2,0,0,0,0,0
Study_21,Site 552,COL,AMERICA,12,0,0,2,1,0,0,0,0,0
Study_21,Site 571,FRA,EMEA,6,0,0,4,4,0,0,0,0,0
Study_21,Site 575,PRT,EMEA,20,0,0,3,3,4,0,0,0,0
Study_21,Site 578,RUS,EMEA,2,0,0,1,1,0,0,0,0,0
Study_21,Site 580,RUS,EMEA,12,6,0,0,0,0,0,0,0,0
Study_21,Site 584,ESP,EMEA,14,0,0,4,3,0,1,2,0,0
Study_21,Site 59,MUS,EMEA,21,0,0,3,2,4,0,0,3,0
Study_21,Site 593,USA,AMERICA,10,1,0,3,2,0,0,0,0,0
Study_21,Site 594,USA,AMERICA,10,0,0,6,3,0,0,0,0,0
Study_21,Site 596,USA,AMERICA,4,0,0,23,1,0,0,0,0,0
Study_21,Site 62,PHL,ASIA,44,0,0,13,6,0,0,0,0,0
Study_21,Site 63,PHL,ASIA,40,0,0,3,2,0,0,0,0,0
Study_21,Site 64,PHL,ASIA,31,0,0,4,2,0,0,0,0,0
Study_21,Site 65,PHL,ASIA,23,1,0,1,1,0,0,0,0,0
Study_21,Site 7,SGP,ASIA,50,4,0,25,21,0,0,0,0,0
Study_21,Site 775,SGP,ASIA,7,0,0,14,1,0,0,0,0,0
Study_21,Site 781,PRT,EMEA,17,0,0,6,5,1,0,0,0,0
Study_21,Site 783,PRT,EMEA,18,0,0,11,4,0,1,0,0,0
Study_21,Site 784,PRT,EMEA,25,0,0,4,4,0,0,0,0,0
Study_21,Site 785,PRT,EMEA,19,0,0,1,1,0,0,0,0,0
Study_21,Site 786,IND,ASIA,6,0,0,2,2,0,0,5,0,0
Study_21,Site 787,IND,ASIA,16,0,0,0,0,0,0,0,0,0
Study_21,Site 788,IND,ASIA,72,0,0,0,0,0,0,0,0,0
Study_21,Site 789,IND,ASIA,42,4,0,18,7,6,0,0,0,0
Study_21,Site 79,SGP,ASIA,30,0,0,17,7,0,0,0,0,0
Study_21,Site 790,IND,ASIA,21,0,0,9,4,0,0,0,0,1
Study_21,Site 791,IND,ASIA,21,0,0,12,4,0,0,0,0,0
Study_21,Site 792,IND,ASIA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 793,IND,ASIA,9,0,0,0,0,0,0,0,0,0
Study_21,Site 794,IND,ASIA,41,1,0,7,5,0,0,0,0,1
Study_21,Site 795,IND,ASIA,11,0,0,1,1,0,0,0,0,0
Study_21,Site 796,IND,ASIA,8,0,0,0,0,0,0,0,0,0
Study_21,Site 797,IND,ASIA,12,0,0,0,0,0,0,0,0,0
Study_21,Site 798,IND,ASIA,7,0,0,0,0,0,0,0,0,0
Study_21,Site 799,IND,ASIA,23,2,0,0,0,0,0,0,0,0
Study_21,Site 8,SGP,ASIA,16,0,0,7,5,0,0,0,0,0
Study_21,Site 800,IND,ASIA,22,1,0,4,1,0,0,0,1,0
Study_21,Site 801,HRV,EMEA,21,0,0,2,2,0,0,0,0,0
Study_21,Site 802,HRV,EMEA,8,0,0,0,0,0,0,0,0,0
Study_21,Site 803,EST,EMEA,10,0,0,0,0,0,0,0,0,0
Study_21,Site 804,EST,EMEA,10,0,0,1,1,0,0,0,0,0
Study_21,Site 805,EST,EMEA,18,0,0,5,4,0,0,0,0,0
Study_21,Site 806,FRA,EMEA,37,1,0,14,7,0,0,0,0,0
Study_21,Site 807,FRA,EMEA,11,1,0,6,3,0,0,0,1,0
Study_21,Site 808,FRA,EMEA,4,0,0,0,0,0,0,0,1,0
Study_21,Site 809,FRA,EMEA,23,4,0,4,3,0,0,0,0,0
Study_21,Site 810,FRA,EMEA,6,0,0,3,1,0,0,0,0,0
Study_21,Site 811,FRA,EMEA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 812,FRA,EMEA,6,0,0,0,0,0,0,0,0,1
Study_21,Site 813,FRA,EMEA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 814,FRA,EMEA,17,0,0,30,27,0,2,0,0,0
Study_21,Site 815,FRA,EMEA,4,0,0,4,2,0,0,0,0,0
Study_21,Site 816,FRA,EMEA,7,0,0,5,3,0,1,0,0,0
Study_21,Site 817,FRA,EMEA,6,0,0,0,0,0,0,0,0,0
Study_21,Site 818,FRA,EMEA,24,0,0,5,3,0,0,0,1,0
Study_21,Site 819,FRA,EMEA,8,0,0,3,3,0,0,0,0,0
Study_21,Site 820,FRA,EMEA,3,0,0,9,9,0,0,0,0,0
Study_21,Site 821,FRA,EMEA,8,0,0,1,1,0,0,0,1,0
Study_21,Site 822,FRA,EMEA,10,0,0,2,2,0,3,0,0,0
Study_21,Site 823,FRA,EMEA,13,0,0,3,3,0,0,0,0,0
Study_21,Site 824,FRA,EMEA,12,0,0,2,2,0,0,0,0,0
Study_21,Site 825,FRA,EMEA,38,1,0,23,12,1,0,0,0,1
Study_21,Site 826,FRA,EMEA,26,0,0,8,5,0,0,0,0,0
Study_21,Site 827,FRA,EMEA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 828,FRA,EMEA,11,0,0,8,3,0,0,0,0,0
Study_21,Site 829,FRA,EMEA,3,0,0,1,1,0,0,0,0,0
Study_21,Site 830,FRA,EMEA,9,0,0,1,1,0,0,0,0,0
Study_21,Site 831,FRA,EMEA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 832,ITA,EMEA,22,0,0,8,6,0,0,0,0,0
Study_21,Site 833,ITA,EMEA,18,0,0,1,1,0,0,0,0,0
Study_21,Site 834,ITA,EMEA,3,0,0,2,2,0,0,0,0,0
Study_21,Site 835,ITA,EMEA,34,0,0,15,10,0,0,0,0,0
Study_21,Site 836,ITA,EMEA,8,0,0,6,3,0,0,0,0,0
Study_21,Site 837,ITA,EMEA,11,0,0,3,2,0,0,0,0,0
Study_21,Site 838,ITA,EMEA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 839,ITA,EMEA,47,0,0,21,14,0,0,3,0,0
Study_21,Site 840,ITA,EMEA,11,0,0,2,2,0,0,0,0,0
Study_21,Site 841,ITA,EMEA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 842,ITA,EMEA,15,0,0,10,5,2,0,0,0,0
Study_21,Site 843,ITA,EMEA,13,0,0,11,8,0,0,0,0,0
Study_21,Site 844,ITA,EMEA,4,0,0,1,1,0,0,0,0,0
Study_21,Site 845,NLD,EMEA,25,0,0,13,12,0,0,0,0,1
Study_21,Site 846,NLD,EMEA,34,0,0,1,1,0,0,0,0,0
Study_21,Site 847,NLD,EMEA,49,0,0,15,6,0,0,0,0,0
Study_21,Site 848,NLD,EMEA,48,0,0,31,9,3,0,0,0,0
Study_21,Site 849,NLD,EMEA,48,0,0,13,8,0,0,0,0,0
Study_21,Site 850,NLD,EMEA,31,0,0,15,9,0,0,0,0,0
Study_21,Site 851,NLD,EMEA,32,0,0,7,6,0,0,0,0,0
Study_21,Site 852,NLD,EMEA,29,0,0,7,4,0,0,0,0,0
Study_21,Site 853,NLD,EMEA,11,0,0,2,2,0,0,0,0,0
Study_21,Site 854,NLD,EMEA,76,0,0,24,13,0,0,0,0,0
Study_21,Site 855,NLD,EMEA,25,0,0,2,2,4,0,0,0,1
Study_21,Site 856,NLD,EMEA,11,0,0,26,13,0,1,0,0,0
Study_21,Site 857,NLD,EMEA,25,1,0,10,4,0,0,0,0,0
Study_21,Site 858,NLD,EMEA,10,0,0,7,3,0,0,0,0,0
Study_21,Site 859,PRT,EMEA,35,0,0,25,8,0,1,6,0,0
Study_21,Site 860,PRT,EMEA,15,0,0,2,1,0,0,0,0,1
Study_21,Site 861,PRT,EMEA,22,0,0,16,11,0,0,0,3,0
Study_21,Site 862,PRT,EMEA,26,0,0,6,4,0,0,0,0,0
Study_21,Site 863,PRT,EMEA,14,0,0,2,2,0,0,0,1,0
Study_21,Site 864,RUS,EMEA,2,0,0,0,0,0,0,0,0,0
Study_21,Site 865,RUS,EMEA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 866,RUS,EMEA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 867,SVK,EMEA,50,0,0,16,11,0,0,0,0,0
Study_21,Site 868,SVK,EMEA,6,0,0,1,1,0,0,0,0,0
Study_21,Site 869,SVK,EMEA,40,1,0,9,4,0,0,0,0,0
Study_21,Site 87,AUT,EMEA,13,0,0,0,0,0,0,0,0,0
Study_21,Site 870,SVK,EMEA,28,0,0,7,6,0,0,0,0,0
Study_21,Site 871,SVK,EMEA,39,1,0,2,2,0,0,0,0,0
Study_21,Site 872,SVK,EMEA,41,0,0,0,0,0,0,0,1,0
