anomaly_type,detection_method,level,study,site_id,country,region,metric,value,zscore,mean,std,severity,description,recommendation
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 48,BEL,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (138/138),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 480,DNK,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (86/86),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 49,BEL,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (62/62),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 5,CAN,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (46/46),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 50,BEL,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (58/58),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 504,DEU,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (156/156),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 507,DEU,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (56/56),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 508,DEU,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (146/146),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 509,IND,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (54/54),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 510,IND,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (81/81),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 518,MYS,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (91/91),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 521,NOR,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (51/51),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 525,RUS,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (61/61),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 526,RUS,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (23/23),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 530,ESP,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (40/40),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 567,DEU,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (41/41),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 575,KOR,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (92/92),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 586,SWE,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (21/21),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 588,TWN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (50/50),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 589,TWN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (114/114),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 590,TWN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (40/40),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 592,TWN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (60/60),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 598,SGP,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (65/65),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 61,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (210/210),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 62,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (143/143),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 63,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (273/273),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 65,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (63/63),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 66,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (74/74),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 67,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (157/157),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 68,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (64/64),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 69,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (69/69),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 7,COL,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (198/198),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 70,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (141/141),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 71,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (156/156),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 72,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (102/102),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 73,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (98/98),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 75,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (86/86),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 776,DNK,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (99/99),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 777,DNK,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (46/46),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 778,FIN,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (24/24),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 780,ISR,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (81/81),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 781,KOR,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (81/81),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 783,KOR,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (62/62),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 784,KOR,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (83/83),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 785,KOR,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (22/22),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 79,COL,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (132/132),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 801,DEU,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (66/66),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 806,IND,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (24/24),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 846,JPN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (37/37),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 848,JPN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (53/53),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 852,JPN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (147/147),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 854,JPN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (23/23),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 859,KOR,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (82/82),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 860,KOR,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (58/58),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 861,KOR,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (51/51),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 862,KOR,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (62/62),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 863,KOR,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (27/27),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 873,NOR,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (32/32),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 923,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (63/63),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 924,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (29/29),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 926,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (54/54),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 932,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (39/39),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 933,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (18/18),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 937,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (61/61),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 939,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (27/27),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 941,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (26/26),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 943,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (137/137),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 945,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (87/87),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 954,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (79/79),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_25,Site 995,CHL,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (97/97),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 1,KOR,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 98% of all issues (42/43),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 108,TWN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 97% of all issues (36/37),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,ZERO_ISSUES_HIGH_VOLUME,site,Study_4,Site 116,FRA,EMEA,ZERO_ISSUES_HIGH_VOLUME,,,,,MEDIUM,Site has 39 subjects but zero DQI issues - verify data completeness,Verify all data sources are being captured for this site
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 119,FRA,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 94% of all issues (16/17),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 125,DEU,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 95% of all issues (21/22),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 126,DEU,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 100% of all issues (22/22),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 132,NLD,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 100% of all issues (15/15),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 139,ESP,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 98% of all issues (58/59),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 140,ESP,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 94% of all issues (15/16),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 162,CZE,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 100% of all issues (16/16),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 164,CAN,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 93% of all issues (14/15),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 171,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 95% of all issues (20/21),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_4,Site 177,JPN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 177,JPN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 87% of all issues (20/23),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 183,JPN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 100% of all issues (15/15),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 190,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 97% of all issues (35/36),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 196,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 100% of all issues (16/16),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_4,Site 209,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 17 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 209,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 100% of all issues (17/17),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_4,Site 209,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 17 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_4,Site 211,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 54 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 211,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 87% of all issues (54/62),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_4,Site 211,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 54 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 228,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 83% of all issues (15/18),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_4,Site 241,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 25 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 241,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 100% of all issues (25/25),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_4,Site 241,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 25 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 245,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 94% of all issues (16/17),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 3,KOR,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 100% of all issues (16/16),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_4,Site 87,AUT,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 100% of all issues (46/46),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_5,Site 14,AUT,EMEA,STALE_MISSING_DATA,,,,,HIGH,Site has 19 missing items outstanding for 269+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_5,Site 165,ARG,AMERICA,STALE_MISSING_DATA,,,,,HIGH,Site has 18 missing items outstanding for 103+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_5,Site 179,USA,AMERICA,STALE_MISSING_DATA,,,,,HIGH,Site has 32 missing items outstanding for 309+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_5,Site 18,USA,AMERICA,STALE_MISSING_DATA,,,,,HIGH,Site has 6 missing items outstanding for 50+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_5,Site 18,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 81% of all issues (26/32),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_5,Site 181,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 76% of all issues (81/106),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_5,Site 187,USA,AMERICA,STALE_MISSING_DATA,,,,,HIGH,Site has 6 missing items outstanding for 147+ days,Escalate to site - missing data not being resolved in timely manner
